user_id,product_id,category,price,old_name,status,amount,base_price,region,priority
1302,383,Clothing,1750.71,Appliances Apparel v1,Processing,3443.1,1721.55,North,Medium
3727,802,Electronics,432.41,Sports Desk v1,Canceled,384.26,384.26,Midwest,Critical
8580,625,Furniture,1929.99,Appliances Monitor v2,Completed,7572.24,1893.06,North,Medium
,216,Toys,1178.35,Appliances Tool v1,Pending,4606.8,1151.7,North,High
4378,623,Electronics,975.98,Clothing Desk v3,Pending,4642.8,928.56,South,Medium
9689,759,Electronics,634.77,Furniture Monitor v5,Pending,2956.5,591.3,West,Critical
2957,745,Appliances,1162.78,Sports Widget v4,Shipped,4471.76,1117.94,North,Low
2526,425,Clothing,948.11,Appliances Widget v5,Canceled,2822.19,940.73,South,Critical
1206,493,Sports,1863.69,Furniture Apparel v4,Shipped,3674.12,1837.06,North,Low
2453,551,Toys,87.82,Appliances Desk v4,Completed,219.81,73.27,West,Low
1763,100,Clothing,1831.81,Clothing Gear v2,Canceled,3607.64,1803.82,Midwest,Critical
1916,851,Clothing,328.97,Clothing Device v3,Shipped,1249.04,312.26,East,Low
5660,812,Clothing,468.40,Clothing Apparel v2,Completed,867.96,433.98,West,Low
1741,437,Appliances,749.25,Electronics Device v2,Pending,704.9,704.9,West,Critical
9531,591,Furniture,298.11,Toys Tool v1,Pending,1344.45,268.89,East,High
6662,427,Toys,1550.59,Toys Tool v3,Pending,4582.65,1527.55,Midwest,Critical
7971,277,Furniture,1879.37,Clothing Monitor v3,Pending,7342.16,1835.54,East,Critical
,882,Appliances,1376.52,Toys Apparel v5,Processing,6852.05,1370.41,Midwest,High
2563,317,Appliances,1412.82,Electronics Device v5,Processing,4097.07,1365.69,West,Low
,819,Clothing,524.09,Furniture Monitor v2,Canceled,500.95,500.95,South,High
2815,530,Sports,236.69,Furniture Device v4,Pending,200.89,200.89,West,Medium
2446,196,Toys,1402.75,Clothing Widget v1,Shipped,5561.28,1390.32,North,Critical
6976,435,Clothing,1401.89,Appliances Apparel v2,Processing,6888.4,1377.68,East,Critical
4367,623,Furniture,934.01,Toys Monitor v5,Completed,4449.75,889.95,North,Low
9669,329,Sports,830.68,Furniture Monitor v3,Canceled,798.17,798.17,North,Low
4155,760,Appliances,1866.53,Clothing Monitor v3,Pending,7357.44,1839.36,West,Medium
8760,190,Furniture,1794.30,Clothing Tool v5,Processing,8722.45,1744.49,South,Medium
1032,504,Appliances,167.69,Toys Tool v5,Shipped,122.49,122.49,South,Low
6426,882,Appliances,769.09,Toys Gear v1,Canceled,2209.5,736.5,West,Critical
,213,Appliances,1288.26,Electronics Apparel v5,Completed,1279.53,1279.53,North,Critical
7469,758,Furniture,665.24,Sports Monitor v1,Shipped,3101.95,620.39,Midwest,Low
,513,Furniture,1342.16,Electronics Widget v2,Shipped,3943.05,1314.35,North,Low
7130,635,Electronics,864.34,Electronics Desk v1,Processing,839.08,839.08,North,Medium
8664,144,Electronics,468.88,Sports Widget v4,Shipped,2268.25,453.65,South,Medium
,837,Furniture,1325.59,Clothing Gear v1,Pending,2565.94,1282.97,West,High
7791,448,Clothing,1235.49,Clothing Apparel v1,Processing,3625.44,1208.48,West,High
7163,104,Toys,1016.58,Appliances System v4,Completed,2939.73,979.91,Midwest,High
6159,340,Appliances,1989.69,Furniture Tool v1,Canceled,1978.73,1978.73,East,Medium
3173,759,Toys,133.16,Clothing Monitor v5,Canceled,508.72,127.18,South,Low
9103,303,Sports,1314.27,Electronics Monitor v4,Shipped,5181.48,1295.37,South,Critical
8405,856,Sports,1689.40,Furniture Widget v4,Completed,3323.06,1661.53,South,Low
4224,164,Furniture,413.80,Appliances Apparel v5,Canceled,1112.25,370.75,North,Medium
4882,789,Appliances,1914.49,Toys System v3,Processing,3779.74,1889.87,West,High
,718,Furniture,1033.86,Furniture Gear v1,Shipped,5038.95,1007.79,Midwest,Medium
7283,374,Electronics,280.22,Sports Monitor v1,Completed,528.44,264.22,East,Low
1243,527,Electronics,324.15,Electronics Widget v1,Canceled,314.86,314.86,East,Low
6516,323,Toys,1143.97,Clothing Widget v4,Pending,5567.0,1113.4,North,High
9059,806,Toys,156.41,Furniture Gear v1,Shipped,259.14,129.57,South,Low
7581,676,Furniture,380.62,Furniture Widget v2,Shipped,997.59,332.53,South,Critical
9746,151,Electronics,160.54,Furniture Desk v3,Canceled,305.86,152.93,West,Critical
1686,161,Furniture,1447.42,Toys Widget v5,Pending,2841.18,1420.59,West,High
9739,680,Appliances,1737.51,Sports Widget v5,Completed,8652.7,1730.54,Midwest,Low
,150,Clothing,1777.90,Toys System v4,Processing,1769.99,1769.99,North,High
,183,Clothing,101.34,Furniture Tool v5,Shipped,301.95,60.39,East,Critical
5186,671,Furniture,584.68,Sports System v2,Canceled,1684.41,561.47,South,Low
3654,118,Toys,1838.72,Clothing Device v5,Completed,3584.5,1792.25,South,Low
4647,796,Electronics,1000.48,Appliances System v2,Pending,2947.92,982.64,North,Medium
1719,570,Electronics,783.71,Sports Device v3,Pending,2972.52,743.13,Midwest,Low
1649,387,Electronics,1322.20,Electronics Desk v4,Pending,6570.5,1314.1,West,Medium
5712,350,Appliances,436.35,Sports Desk v5,Canceled,1170.12,390.04,North,High
7317,636,Furniture,289.06,Electronics Desk v4,Canceled,799.95,266.65,East,Medium
2296,823,Furniture,1515.05,Appliances Apparel v4,Canceled,4453.11,1484.37,Midwest,High
2026,288,Furniture,1618.66,Sports Apparel v2,Completed,3156.62,1578.31,Midwest,Critical
1426,765,Sports,1770.54,Appliances System v3,Shipped,3472.14,1736.07,Midwest,Medium
1663,610,Electronics,858.64,Furniture System v1,Shipped,851.6,851.6,West,High
4851,477,Appliances,1933.15,Clothing System v5,Pending,5730.12,1910.04,West,High
8120,328,Appliances,1625.95,Clothing Gear v1,Processing,4861.26,1620.42,West,High
7108,557,Furniture,485.86,Furniture Apparel v5,Shipped,1833.68,458.42,West,Low
2552,428,Furniture,1354.05,Sports Widget v5,Canceled,2627.0,1313.5,North,Low
8455,558,Furniture,69.69,Clothing Gear v4,Shipped,28.53,28.53,West,Low
3491,262,Furniture,68.99,Sports Tool v4,Completed,83.18,41.59,Midwest,Low
4756,800,Sports,1526.46,Appliances Gear v5,Shipped,4516.89,1505.63,West,Low
2371,565,Appliances,679.07,Sports Device v2,Canceled,2594.88,648.72,Midwest,High
2527,169,Clothing,1593.81,Electronics Apparel v1,Shipped,3134.72,1567.36,North,Critical
1635,141,Electronics,68.64,Sports Monitor v2,Canceled,141.87,47.29,South,Low
1099,152,Toys,594.30,Toys Desk v4,Completed,569.27,569.27,West,Critical
2851,702,Sports,316.52,Sports Widget v5,Shipped,1397.1,279.42,North,High
6101,354,Sports,166.82,Appliances Desk v2,Pending,254.16,127.08,Midwest,High
7188,242,Appliances,333.00,Electronics Gear v4,Canceled,915.72,305.24,North,Critical
2106,723,Furniture,549.82,Toys Apparel v1,Canceled,2545.7,509.14,West,Medium
2230,518,Electronics,1750.51,Sports Monitor v3,Completed,3420.22,1710.11,Midwest,Critical
7349,612,Electronics,700.91,Toys Device v4,Canceled,1339.48,669.74,West,Medium
5015,445,Appliances,1114.21,Electronics Desk v3,Completed,4409.8,1102.45,West,High
5862,285,Appliances,227.15,Sports Device v4,Shipped,204.56,204.56,East,High
1837,247,Toys,42.37,Furniture Monitor v1,Pending,14.06,14.06,South,Medium
6477,516,Toys,1624.81,Sports Gear v3,Processing,1610.79,1610.79,Midwest,High
8919,170,Appliances,875.48,Sports System v3,Shipped,3325.24,831.31,West,High
8873,783,Toys,1518.73,Clothing Widget v3,Shipped,2943.86,1471.93,South,High
3130,419,Furniture,1420.03,Clothing Device v1,Shipped,6953.6,1390.72,West,Medium
5309,589,Clothing,250.69,Toys Apparel v5,Shipped,452.26,226.13,West,Critical
9922,297,Appliances,1059.29,Clothing Device v5,Processing,1014.86,1014.86,North,Critical
5282,218,Appliances,1189.02,Clothing Apparel v4,Processing,1171.71,1171.71,West,Low
9067,821,Toys,354.82,Sports Apparel v1,Processing,955.38,318.46,East,High
,738,Clothing,933.52,Electronics Desk v5,Pending,900.96,900.96,West,High
6149,833,Sports,1582.23,Appliances Gear v1,Completed,3124.0,1562.0,East,High
2940,390,Furniture,531.04,Toys Tool v1,Processing,2520.9,504.18,Midwest,Medium
1122,650,Electronics,246.92,Furniture Widget v1,Shipped,910.36,227.59,East,Critical
2972,329,Clothing,426.03,Appliances Desk v2,Pending,1628.92,407.23,West,Medium
1575,353,Clothing,1635.89,Sports Tool v2,Completed,7966.15,1593.23,South,Critical
9303,888,Appliances,1164.67,Appliances Desk v3,Processing,2299.6,1149.8,North,High
8159,644,Electronics,1003.32,Appliances System v2,Completed,3858.64,964.66,East,Low
5718,585,Appliances,1839.35,Sports Desk v4,Pending,5373.42,1791.14,South,Critical
,303,Toys,1406.58,Appliances Widget v2,Pending,2796.64,1398.32,West,Low
4541,604,Toys,336.79,Furniture Desk v5,Shipped,1264.72,316.18,East,High
7137,865,Furniture,110.35,Furniture Device v2,Processing,140.4,70.2,West,Medium
1179,442,Furniture,1566.60,Electronics Widget v2,Processing,4604.13,1534.71,East,Critical
1190,126,Sports,1029.54,Furniture Apparel v3,Canceled,3987.4,996.85,North,Medium
2334,111,Clothing,1286.26,Clothing Monitor v4,Pending,4987.76,1246.94,West,High
9446,483,Electronics,518.45,Sports Apparel v1,Processing,2368.15,473.63,South,Low
9631,111,Toys,1279.66,Clothing Monitor v4,Completed,6286.35,1257.27,North,Low
7532,102,Toys,373.40,Toys Desk v1,Completed,1765.85,353.17,West,Low
7431,686,Appliances,1744.42,Clothing Monitor v1,Pending,8671.15,1734.23,Midwest,High
3439,295,Appliances,1076.69,Electronics Desk v1,Canceled,3151.26,1050.42,East,Medium
1137,187,Sports,1031.59,Appliances Monitor v3,Pending,1964.2,982.1,North,Low
5966,672,Appliances,1734.42,Clothing Widget v4,Shipped,5171.46,1723.82,East,Critical
4738,186,Furniture,2016.66,Sports Gear v1,Shipped,7907.64,1976.91,West,Medium
9080,586,Clothing,1146.18,Appliances Desk v5,Pending,3298.02,1099.34,Midwest,Medium
6018,595,Furniture,743.91,Appliances Apparel v5,Pending,2197.23,732.41,Midwest,Critical
8506,718,Electronics,1634.76,Toys Monitor v4,Completed,3188.12,1594.06,West,Low
1419,500,Appliances,1020.37,Electronics Tool v2,Processing,2988.63,996.21,West,Low
9429,449,Appliances,785.55,Clothing Monitor v2,Pending,1559.84,779.92,South,Medium
9566,352,Electronics,63.69,Appliances Apparel v3,Completed,120.21,40.07,Midwest,High
6003,263,Electronics,224.82,Furniture Apparel v3,Pending,196.7,196.7,South,Critical
,894,Furniture,1463.89,Furniture Tool v3,Canceled,1421.26,1421.26,North,Low
2275,280,Electronics,1866.68,Furniture Desk v4,Pending,5480.07,1826.69,West,Low
9842,593,Electronics,2029.53,Electronics Desk v5,Processing,5984.34,1994.78,Midwest,Low
4855,216,Furniture,1973.78,Clothing System v2,Completed,1954.48,1954.48,South,Medium
7549,751,Electronics,605.95,Appliances Gear v1,Canceled,2385.88,596.47,West,Critical
3808,255,Clothing,1355.90,Appliances System v2,Canceled,6742.35,1348.47,South,High
2035,807,Toys,270.64,Toys System v2,Processing,485.52,242.76,East,Low
2912,174,Electronics,407.83,Sports System v2,Pending,1187.76,395.92,Midwest,Critical
7380,692,Furniture,1923.91,Appliances System v5,Shipped,1886.97,1886.97,West,High
8500,325,Toys,1615.18,Appliances Widget v2,Processing,1565.95,1565.95,South,Low
3947,320,Sports,811.44,Sports Monitor v4,Shipped,1583.42,791.71,East,Low
4090,732,Toys,999.39,Toys Gear v3,Processing,3970.04,992.51,East,Medium
1350,880,Clothing,938.26,Electronics System v4,Pending,926.72,926.72,North,High
5491,764,Appliances,200.72,Toys Gear v3,Processing,171.58,171.58,Midwest,High
5950,398,Toys,354.08,Sports Desk v5,Canceled,917.25,305.75,Midwest,Low
8215,475,Clothing,1982.94,Electronics Widget v5,Shipped,1973.18,1973.18,West,Critical
4234,762,Clothing,1534.85,Electronics Device v3,Completed,7598.7,1519.74,Midwest,High
7715,878,Furniture,55.64,Electronics Device v4,Processing,33.72,33.72,South,Low
4372,767,Furniture,895.94,Clothing Apparel v4,Completed,3406.0,851.5,South,High
9124,489,Furniture,1455.89,Toys Tool v4,Canceled,2865.62,1432.81,East,Medium
3216,589,Electronics,919.62,Electronics Widget v4,Processing,2743.83,914.61,West,High
5946,237,Furniture,1013.97,Appliances System v5,Completed,2007.64,1003.82,East,Low
4453,828,Sports,947.80,Clothing System v5,Completed,4556.65,911.33,Midwest,Medium
2257,453,Toys,468.06,Furniture Apparel v2,Processing,2163.35,432.67,North,High
4476,165,Appliances,1523.70,Toys System v4,Completed,2957.54,1478.77,South,Medium
2038,866,Furniture,1749.58,Furniture Monitor v5,Completed,1744.06,1744.06,North,Critical
2308,769,Furniture,536.81,Electronics Desk v1,Shipped,2538.75,507.75,South,Critical
3276,352,Electronics,1432.06,Clothing Apparel v3,Canceled,5556.36,1389.09,North,Critical
7980,197,Clothing,1209.59,Appliances Apparel v2,Pending,3612.75,1204.25,North,High
,113,Appliances,668.43,Electronics Monitor v5,Completed,1293.06,646.53,South,Critical
,828,Furniture,966.86,Electronics Desk v1,Completed,2855.91,951.97,West,High
5677,508,Electronics,1652.40,Sports Device v1,Processing,3271.02,1635.51,West,Low
6030,892,Clothing,878.43,Electronics Gear v5,Pending,3399.04,849.76,Midwest,Low
5603,301,Furniture,1374.97,Sports Device v3,Pending,1326.15,1326.15,South,High
9437,646,Furniture,530.33,Appliances Desk v3,Completed,2492.55,498.51,Midwest,Critical
3752,715,Sports,1671.24,Toys Apparel v2,Canceled,8309.2,1661.84,East,Low
7749,342,Clothing,1999.97,Toys Apparel v4,Completed,1988.76,1988.76,North,Low
3698,214,Clothing,423.61,Appliances Desk v4,Completed,793.98,396.99,West,High
3977,848,Appliances,1030.56,Clothing Monitor v4,Shipped,4018.28,1004.57,North,Critical
5387,439,Furniture,796.88,Appliances Widget v3,Pending,2349.09,783.03,North,Critical
1997,412,Furniture,220.99,Electronics Apparel v5,Pending,859.4,214.85,East,Medium
6208,197,Clothing,1142.33,Sports Device v4,Processing,2188.78,1094.39,East,Medium
,434,Furniture,2029.02,Electronics System v1,Canceled,1999.83,1999.83,North,Medium
9099,529,Toys,673.39,Electronics Apparel v5,Shipped,647.67,647.67,South,Low
9176,104,Appliances,81.79,Furniture Monitor v5,Processing,124.23,41.41,West,Critical
8502,627,Toys,1387.66,Appliances Device v1,Shipped,2761.56,1380.78,Midwest,Low
1371,880,Furniture,1759.98,Furniture Apparel v4,Processing,8580.8,1716.16,West,Medium
1300,804,Toys,104.88,Electronics Desk v5,Pending,93.55,93.55,East,High
2694,188,Clothing,1057.94,Clothing Widget v1,Completed,5098.15,1019.63,North,Critical
9602,105,Furniture,926.26,Sports Monitor v3,Completed,2723.46,907.82,West,Low
9865,607,Electronics,238.44,Clothing System v1,Canceled,440.02,220.01,East,Medium
6712,127,Electronics,1469.03,Furniture System v5,Canceled,1420.26,1420.26,South,High
9651,728,Furniture,1607.34,Appliances Gear v5,Shipped,6330.52,1582.63,West,High
5620,669,Appliances,1363.60,Furniture Desk v2,Processing,5341.36,1335.34,Midwest,Critical
4019,739,Clothing,1984.16,Appliances Gear v3,Canceled,9823.8,1964.76,East,Low
1358,721,Clothing,211.29,Clothing Gear v3,Shipped,169.33,169.33,South,Low
3927,565,Sports,767.43,Appliances Tool v1,Canceled,756.04,756.04,Midwest,Low
8402,123,Electronics,1049.97,Appliances Tool v4,Processing,5036.85,1007.37,East,Medium
9993,259,Toys,1023.25,Electronics Tool v2,Pending,1966.2,983.1,West,Critical
,675,Toys,1599.50,Toys Monitor v2,Pending,1593.26,1593.26,West,Low
,260,Appliances,728.89,Appliances System v3,Processing,1367.34,683.67,East,High
5589,876,Electronics,1812.53,Furniture Tool v2,Processing,7051.44,1762.86,West,Low
7884,886,Clothing,153.05,Appliances Desk v3,Completed,286.96,143.48,Midwest,High
,582,Appliances,75.08,Electronics Gear v3,Pending,176.36,44.09,South,Critical
6245,619,Sports,260.25,Sports System v3,Shipped,644.04,214.68,Midwest,Low
3011,466,Clothing,1273.29,Electronics Desk v5,Canceled,3729.09,1243.03,Midwest,Low
8985,406,Furniture,1220.75,Clothing Device v4,Pending,5911.6,1182.32,East,Low
7646,837,Furniture,1876.86,Clothing Apparel v3,Completed,5603.94,1867.98,North,High
3666,279,Furniture,1629.31,Furniture Apparel v1,Canceled,3239.28,1619.64,South,Critical
1933,139,Clothing,1580.48,Clothing Apparel v1,Shipped,4657.83,1552.61,South,Medium
7137,454,Furniture,966.81,Electronics Monitor v4,Processing,1873.4,936.7,North,Medium
4420,215,Toys,1198.37,Electronics Widget v1,Shipped,2319.94,1159.97,West,Medium
5614,189,Electronics,1736.93,Clothing Desk v3,Shipped,6926.56,1731.64,East,Critical
9691,571,Clothing,1408.66,Electronics Apparel v2,Processing,4091.97,1363.99,South,Medium
4106,555,Electronics,827.31,Appliances Tool v4,Canceled,3159.56,789.89,West,Critical
2365,727,Clothing,1145.04,Appliances Tool v1,Pending,3348.15,1116.05,North,High
4990,313,Clothing,751.35,Electronics Tool v4,Completed,2132.73,710.91,West,Critical
6884,737,Appliances,191.18,Furniture Monitor v1,Canceled,500.79,166.93,East,Low
2127,523,Furniture,185.44,Appliances Gear v1,Processing,695.32,173.83,North,Critical
,127,Toys,743.74,Clothing Widget v3,Pending,696.5,696.5,West,Low
9608,408,Furniture,1447.03,Toys Desk v2,Shipped,2850.0,1425.0,Midwest,Medium
,128,Furniture,1338.88,Sports Apparel v5,Processing,6645.3,1329.06,West,Critical
2459,152,Electronics,822.80,Sports System v4,Shipped,1623.7,811.85,Midwest,Critical
7044,373,Furniture,517.41,Electronics Widget v3,Completed,1416.96,472.32,East,Critical
4490,275,Furniture,291.57,Sports Desk v5,Shipped,499.84,249.92,North,Medium
6453,732,Electronics,1410.56,Appliances Device v2,Pending,4169.79,1389.93,East,Medium
1663,172,Electronics,354.32,Toys Apparel v4,Pending,685.76,342.88,North,High
1992,751,Sports,1147.53,Toys Device v2,Canceled,1140.93,1140.93,East,Critical
9442,423,Toys,1546.01,Sports Monitor v5,Processing,7670.85,1534.17,Midwest,Low
1597,259,Toys,1024.84,Sports System v5,Processing,5075.8,1015.16,East,High
,738,Toys,647.78,Electronics System v5,Pending,3087.15,617.43,West,High
1893,108,Electronics,942.69,Electronics Gear v5,Processing,935.6,935.6,South,High
6926,584,Electronics,733.94,Appliances System v5,Processing,702.39,702.39,Midwest,High
3695,219,Appliances,184.48,Furniture Monitor v1,Shipped,173.38,173.38,Midwest,High
6391,620,Electronics,1217.98,Toys Apparel v1,Canceled,4757.6,1189.4,West,Critical
9901,335,Clothing,282.20,Appliances Apparel v2,Canceled,700.74,233.58,East,Medium
6465,241,Sports,593.57,Toys Tool v2,Pending,2241.96,560.49,South,Critical
8444,359,Sports,1332.26,Electronics Widget v3,Shipped,5217.72,1304.43,East,High
8097,807,Appliances,1111.77,Electronics System v1,Pending,1095.05,1095.05,South,High
3157,620,Sports,1490.85,Toys Monitor v3,Processing,4456.56,1485.52,South,Low
6201,209,Sports,1936.51,Appliances Widget v3,Pending,1886.99,1886.99,North,Medium
4957,793,Appliances,930.58,Sports Widget v2,Canceled,1812.34,906.17,East,High
8073,279,Clothing,307.81,Clothing Widget v5,Canceled,1419.75,283.95,West,Medium
5251,688,Toys,658.66,Appliances Device v3,Completed,2493.4,623.35,East,Low
3774,331,Clothing,814.80,Electronics Gear v5,Completed,3088.0,772.0,West,Medium
2414,507,Electronics,1536.02,Appliances Device v2,Completed,6101.84,1525.46,Midwest,High
,660,Toys,1751.21,Toys System v5,Pending,6883.24,1720.81,West,Medium
7764,730,Clothing,77.74,Appliances Widget v5,Completed,253.7,50.74,East,Medium
8062,674,Sports,1406.09,Toys Apparel v4,Canceled,1358.81,1358.81,Midwest,Medium
3911,790,Electronics,481.96,Clothing Gear v3,Shipped,2245.65,449.13,North,High
5920,386,Clothing,1961.09,Furniture System v3,Shipped,3879.2,1939.6,North,Low
1739,868,Furniture,1438.42,Toys Tool v5,Completed,2851.34,1425.67,North,High
5154,667,Furniture,538.21,Electronics Desk v4,Pending,1562.79,520.93,North,Medium
3637,141,Electronics,1635.04,Furniture Desk v3,Canceled,3183.84,1591.92,South,Critical
,612,Furniture,1703.55,Appliances Tool v1,Shipped,8489.05,1697.81,East,Medium
3832,602,Toys,1665.29,Appliances Device v1,Completed,3303.88,1651.94,South,Low
3441,292,Furniture,374.62,Clothing Desk v3,Canceled,341.86,341.86,North,Critical
1764,242,Toys,1734.39,Toys Tool v1,Pending,1691.75,1691.75,Midwest,Critical
1423,614,Toys,203.75,Furniture Monitor v3,Shipped,804.4,160.88,East,High
4972,495,Sports,370.41,Clothing Device v4,Completed,322.3,322.3,East,Medium
,186,Appliances,1039.65,Clothing System v2,Pending,3006.51,1002.17,East,Critical
,115,Sports,1856.87,Toys Apparel v5,Shipped,7361.08,1840.27,West,Critical
1167,617,Toys,1786.83,Toys Gear v1,Shipped,5246.58,1748.86,North,Low
2860,754,Clothing,1129.15,Toys Device v4,Shipped,5494.9,1098.98,South,Medium
6184,447,Furniture,1416.46,Furniture Widget v3,Shipped,1376.24,1376.24,North,Critical
9618,298,Toys,1143.41,Appliances Apparel v1,Completed,4415.96,1103.99,South,Low
7127,330,Sports,1273.17,Electronics Monitor v4,Completed,6126.6,1225.32,East,Low
6821,855,Toys,1781.90,Furniture Tool v3,Pending,3535.28,1767.64,Midwest,Critical
,284,Electronics,762.15,Clothing Gear v1,Completed,2169.81,723.27,East,High
4975,501,Appliances,459.42,Sports Tool v1,Shipped,1789.28,447.32,North,High
9874,352,Electronics,1277.60,Sports Monitor v4,Processing,1272.58,1272.58,South,Critical
3763,508,Toys,848.87,Sports Widget v5,Shipped,4090.2,818.04,North,Low
9360,206,Electronics,1575.18,Clothing System v5,Pending,3137.2,1568.6,South,Critical
3251,632,Clothing,981.49,Furniture Widget v5,Shipped,4671.9,934.38,South,High
6734,886,Toys,451.73,Electronics Apparel v1,Canceled,434.91,434.91,South,High
4666,359,Furniture,495.63,Toys Gear v5,Canceled,974.14,487.07,West,Critical
6888,851,Appliances,1523.33,Appliances System v5,Canceled,7534.1,1506.82,East,Critical
3657,350,Clothing,551.85,Electronics Device v4,Pending,1592.34,530.78,North,Medium
9888,643,Appliances,1646.72,Toys Widget v3,Processing,8181.95,1636.39,South,Critical
3097,598,Electronics,1842.38,Clothing Monitor v2,Processing,9127.75,1825.55,South,Medium
,549,Electronics,519.42,Sports Widget v3,Pending,1507.8,502.6,East,Medium
8301,263,Electronics,1400.13,Toys Desk v5,Shipped,5484.56,1371.14,Midwest,Medium
2751,445,Toys,1249.04,Electronics Apparel v4,Pending,6128.05,1225.61,South,High
5743,541,Clothing,1763.49,Toys Tool v3,Canceled,6913.36,1728.34,East,Critical
6119,489,Appliances,188.52,Toys Tool v2,Pending,162.44,162.44,North,Critical
3671,668,Electronics,609.87,Furniture Device v3,Shipped,1182.22,591.11,North,Critical
3496,608,Appliances,144.65,Appliances Monitor v3,Canceled,257.6,128.8,Midwest,Medium
3672,433,Clothing,1450.91,Sports Device v4,Pending,4254.45,1418.15,South,High
,123,Clothing,196.92,Electronics System v1,Canceled,533.46,177.82,East,Critical
3293,556,Sports,421.95,Toys Desk v4,Canceled,392.29,392.29,South,Low
7596,279,Furniture,1885.82,Toys Desk v5,Canceled,1874.43,1874.43,East,High
2093,334,Toys,801.43,Furniture Widget v5,Processing,1520.86,760.43,North,Low
2496,231,Electronics,1733.69,Clothing Desk v4,Processing,8513.9,1702.78,North,High
9975,500,Toys,778.76,Appliances Monitor v4,Processing,742.75,742.75,Midwest,High
3905,124,Clothing,656.05,Sports Gear v1,Shipped,1950.45,650.15,East,Medium
5520,745,Electronics,1940.13,Furniture Device v5,Processing,3852.64,1926.32,Midwest,Medium
2033,100,Appliances,1781.24,Clothing Desk v1,Canceled,5265.06,1755.02,North,Low
1675,443,Electronics,1541.29,Furniture Apparel v4,Completed,7661.9,1532.38,North,Medium
4622,474,Toys,594.07,Furniture Monitor v3,Completed,1715.13,571.71,Midwest,Critical
4664,189,Clothing,1116.85,Appliances System v3,Shipped,1068.76,1068.76,East,Low
,552,Appliances,1813.14,Toys Gear v5,Completed,1790.96,1790.96,North,Low
7751,614,Appliances,1661.16,Appliances Gear v2,Canceled,3295.14,1647.57,West,High
