"Customer ID",Total_Sales
ES-14020,3510.46
RH-19495,3621.38
CD-11920,2033.97
HW-14935,9300.25
MC-18130,1581.99
GM-14440,3582.82
PJ-19015,1824.23
BW-11110,4750.36
TR-21325,645.07
PG-18820,3086.90
JL-15175,1571.52
BM-11650,7283.81
EM-14095,1041.04
AF-10885,861.57
CK-12760,1582.11
DP-13105,2164.88
BK-11260,659.15
SJ-20125,3777.88
CM-12445,288.00
AJ-10780,4867.34
LS-16945,2845.27
GP-14740,221.80
PK-18910,1441.15
SM-20005,233.13
GA-14725,975.57
PM-19135,4115.66
LL-16840,2741.20
JS-15595,1181.73
EL-13735,124.28
PC-18745,1832.07
HL-15040,12873.30
MS-17365,6848.30
GB-14530,1356.48
JR-16210,2201.69
BE-11335,4204.68
SC-20050,4624.57
RW-19630,3273.65
SE-20110,12209.44
AH-10075,3250.35
JM-15535,1733.45
JJ-15760,195.00
CG-12040,847.66
RP-19270,954.64
KH-16360,3100.60
GH-14665,146.94
SW-20275,1966.65
JA-15970,6475.48
DL-12925,3272.20
LW-16990,3230.30
TB-21190,816.17
BS-11800,949.43
RW-19690,3495.64
TZ-21580,1707.28
AS-10630,833.41
TS-21340,971.73
SL-20155,3053.01
MW-18235,5253.88
RD-19585,2912.90
RA-19945,1686.93
MT-17815,2890.14
JS-15880,3868.01
KM-16225,2134.24
HR-14770,1299.29
DE-13255,1588.46
AG-10390,200.95
JJ-15445,709.17
JH-15430,276.39
RD-19660,2786.63
MO-17500,922.49
NS-18640,2964.82
DG-13300,3195.82
NF-18595,2031.48
MG-17650,3785.28
TS-21160,1568.25
BD-11620,1538.12
CM-12160,2533.32
SN-20560,1860.42
EH-14005,1219.52
FO-14305,2622.83
MS-17710,1613.39
CC-12100,1765.23
DW-13540,344.08
BT-11395,2182.19
CY-12745,2900.02
BT-11485,415.20
PS-19045,6843.63
PV-18985,2876.05
DL-13495,3539.32
CS-12355,3202.16
FH-14275,4190.71
NC-18340,2461.41
AA-10315,5563.56
LT-16765,255.52
AP-10720,1638.55
PM-18940,1405.40
AT-10435,1171.81
CA-12055,1679.72
HR-14830,5248.80
BT-11530,2684.50
LH-16750,287.43
SW-20755,758.69
SP-20620,5440.32
BF-11170,5907.97
KT-16480,4642.10
BG-11695,1874.18
GM-14680,3163.63
EJ-14155,2656.69
NP-18700,7903.18
MH-18115,5503.09
JR-15700,863.88
SM-20950,5563.40
CC-12220,3902.53
PF-19225,2206.12
DC-12850,3336.17
BD-11770,658.46
KC-16255,2103.83
GM-14500,1255.68
TB-21355,822.14
JH-16180,2256.39
EB-13975,1643.26
QJ-19255,6108.34
TC-21535,692.51
CS-12460,550.64
HG-14965,3184.18
LW-16825,2238.06
MC-17575,925.56
LP-17095,3653.40
EB-14170,1186.33
GZ-14545,2454.62
CP-12085,5164.10
FG-14260,1383.13
LD-17005,1961.93
AB-10255,898.08
MN-17935,2469.04
JR-15670,1156.66
JF-15190,2279.59
CM-12115,1643.97
AS-10045,3035.03
BP-11290,2383.80
ND-18370,4281.39
LB-16735,50.19
KT-16465,3057.10
HM-14860,8148.84
AB-10600,1515.86
SZ-20035,3592.44
MG-17890,776.39
JK-16120,2932.49
PP-18955,7075.92
YS-21880,6654.50
KM-16375,5609.74
AB-10105,14355.61
HA-14905,2163.32
BT-11305,2567.66
SV-20815,1271.09
RW-19540,7397.40
DK-12835,3253.53
ST-20530,433.34
MM-17920,3794.07
PW-19030,3454.91
SC-20440,1875.00
TS-21085,4.84
MC-17425,4432.14
ME-17320,10635.92
NH-18610,2673.29
MB-18085,1428.24
KD-16495,8181.24
KN-16390,2617.29
NM-18520,2123.35
NP-18685,1228.70
CS-12505,5690.07
MS-17770,3138.57
CM-12655,6339.56
Co-12640,1300.08
TS-21370,11885.87
JW-15220,7721.71
JD-15790,2152.35
PC-19000,1061.49
AR-10540,6608.45
AI-10855,4375.79
TB-21400,9012.74
PL-18925,239.49
GH-14425,3925.74
MP-18175,5087.93
JM-15655,864.95
CL-11890,1098.43
DB-13270,4621.66
IG-15085,744.57
BO-11425,130.83
AB-10150,966.71
JW-16075,1428.73
SG-20470,1884.80
CM-12190,1475.14
AW-10840,649.37
MC-18100,2218.99
TT-21460,5364.80
VG-21805,427.37
MY-18295,4134.40
RD-19480,3743.04
DP-13390,5480.73
ML-17395,2722.84
JC-15385,859.65
JG-15160,6366.40
MC-17275,2723.03
NW-18400,7234.02
TB-21280,2198.46
BS-11380,3379.12
HH-15010,188.11
CD-12280,1104.18
TH-21100,2422.83
MM-18055,2749.87
NS-18505,2575.87
RB-19645,221.09
SW-20455,2921.54
EB-13930,944.60
PS-18760,2181.48
HF-14995,2533.16
HZ-14950,886.52
CD-12790,1860.74
JK-15205,4278.17
FM-14215,2374.27
ED-13885,3484.91
DA-13450,123.86
JW-15955,1244.09
RM-19375,1453.47
ML-17755,2071.91
CC-12685,2854.12
JE-15610,7754.97
RP-19855,2170.71
TB-21175,3579.02
BE-11455,1727.65
JF-15565,4198.32
PB-19210,132.74
BT-11680,3196.75
JL-15235,2203.70
CH-12070,1537.24
ND-18460,2893.46
BF-10975,585.80
KH-16330,3312.87
GW-14605,2189.02
RK-19300,1448.00
NC-18625,1821.75
ME-18010,1256.95
BP-11230,1181.49
JC-15775,2772.06
AS-10090,3255.30
AC-10450,5527.85
MD-17860,1204.91
DB-13660,1155.21
EH-13990,780.27
EH-13765,10005.97
SC-20230,4371.96
JE-15715,8672.18
AC-10615,2499.76
JD-16015,385.43
CB-12415,1856.27
JS-16030,2516.49
LW-17215,5420.52
SC-20800,279.25
AM-10705,5653.86
RH-19510,6962.14
CT-11995,3241.90
MC-17590,2362.51
CC-12610,2540.63
KA-16525,1519.51
TC-20980,19017.85
BF-11080,272.95
MM-17260,1314.02
AH-10120,1735.53
BW-11200,1726.23
BS-11665,3288.12
RF-19345,3309.14
WB-21850,6024.81
TB-21625,2797.68
AF-10870,2052.91
RB-19435,2663.07
KF-16285,10604.26
JH-15820,528.92
IL-15100,5040.74
PB-18805,668.76
RH-19600,2085.74
AW-10930,2851.43
ML-17410,2921.51
DB-13555,3908.80
MH-17620,1252.80
DK-13375,3318.49
BT-11440,603.87
DB-13405,1702.55
TG-21310,3058.38
BF-11005,1333.89
JM-16195,2833.92
MZ-17335,424.04
MW-18220,5341.90
MV-17485,1542.39
SM-20320,25043.07
TP-21415,5328.98
JK-15625,3760.03
PJ-18835,1220.10
RS-19420,3221.29
SV-20935,1903.49
BC-11125,2933.67
EM-13825,2324.36
BM-11575,808.16
KN-16705,2148.03
KW-16570,236.16
SC-20260,3729.80
BF-11020,2865.78
CV-12295,2830.63
SG-20605,3116.98
TM-21010,2953.99
EM-13810,2567.00
ML-18040,681.24
CR-12580,2148.85
AZ-10750,1622.03
PW-19240,3878.31
SC-20380,5894.18
CM-11935,565.39
GM-14695,6049.96
TB-21250,1569.59
JM-15865,7625.07
SC-20575,902.73
LS-17200,998.03
RR-19315,615.93
DB-12910,2171.61
TT-21220,1427.05
LO-17170,644.35
KD-16615,2243.51
NB-18580,273.87
BD-11635,582.65
CM-12235,2287.17
EN-13780,2138.24
KN-16450,2171.97
BO-11350,2586.08
AG-10300,349.26
MC-17635,795.15
TA-21385,14595.62
JF-15295,955.12
TT-21265,439.50
SB-20170,1323.43
CL-12700,2353.59
HG-15025,3690.28
NL-18310,1418.08
RR-19525,3302.26
TC-21295,4261.85
SV-20785,4105.32
BE-11410,2261.44
SC-20680,1254.64
DF-13135,2390.54
FH-14350,2271.29
EB-13750,3166.89
MS-17530,475.66
RH-19555,740.39
GA-14515,3919.77
JP-16135,1707.71
Dp-13240,7198.77
MO-17950,154.29
DL-13330,585.02
MH-18025,2984.95
DR-12940,8350.87
DM-13015,6247.36
CA-11965,3789.72
AC-10660,657.31
DM-13345,4074.47
CC-12370,12129.08
BF-11275,791.99
HG-14845,785.62
BP-11155,1692.15
EM-14140,4438.33
MA-17995,2453.29
AY-10555,497.02
GB-14575,4594.34
JB-16045,1841.65
MG-17875,1242.84
SR-20425,3233.48
JB-16000,644.12
DM-12955,1322.03
TC-21475,1103.02
SW-20350,1019.04
RE-19450,815.16
BF-11215,1585.17
KB-16405,908.82
JG-15310,2197.80
EC-14050,461.91
EB-14110,3071.14
JP-15460,1653.58
CS-11845,1267.20
GH-14410,2807.70
PT-19090,153.91
JL-15130,1214.95
AH-10030,1744.70
VG-21790,694.30
CC-12475,1659.45
DW-13195,1080.76
SJ-20215,1339.08
BG-11740,1006.35
LB-16795,4985.68
CM-11815,1673.89
EH-14185,910.18
TS-21505,2243.28
PR-18880,1840.18
LC-17050,2064.50
CS-12490,1070.39
DH-13075,4932.87
JO-15145,3254.95
AH-10690,7888.30
HJ-14875,358.10
MH-17455,2456.18
RD-19930,970.95
SC-20020,3362.96
SU-20665,2595.38
FC-14335,3865.84
RB-19330,1008.20
NC-18535,8241.74
DB-12970,2839.23
VF-21715,819.79
MF-17665,937.05
RM-19750,98.35
VM-21835,380.69
EJ-13720,2162.18
NC-18415,2218.99
LS-17230,368.88
KE-16420,1626.68
DH-13675,1043.09
PF-19120,8980.49
VT-21700,1736.60
MG-17695,1342.29
SP-20920,3990.67
CS-12175,844.46
DK-12895,3943.02
KM-16660,453.54
AA-10645,4455.90
DD-13570,269.53
SW-20245,925.18
AH-10465,2406.44
TP-21565,1936.62
EK-13795,1303.48
CR-12820,1380.84
SG-20890,41.08
AH-10585,738.50
NF-18475,377.17
BS-11365,10501.65
SH-20635,2096.39
RD-19720,1419.74
AG-10330,660.97
GR-14560,1284.38
VS-21820,1055.99
TM-21490,1094.68
AG-10765,137.30
TS-21430,2054.14
DB-13360,1081.47
NR-18550,2184.33
CS-11860,537.63
MF-18250,1575.36
LW-17125,1259.04
AR-10345,1055.69
KS-16300,88.47
AB-10015,886.15
LR-17035,1831.38
SS-20410,3056.81
JM-15580,303.94
JK-15325,383.81
DM-13525,1376.80
ML-18265,162.23
MH-17290,2381.73
FC-14245,3414.68
TH-21115,2942.78
JK-16090,3747.66
SB-20185,6411.00
BG-11035,2798.96
BW-11065,60.77
MG-18205,12.32
DO-13645,972.26
BP-11050,961.18
TS-21655,3368.08
EM-14200,366.83
AO-10810,161.28
MH-17440,358.15
SS-20515,613.40
LD-16855,5.30
VP-21760,3193.62
TC-21145,1038.26
IM-15055,2848.36
AR-10570,88.15
CM-12715,3984.45
FW-14395,79.75
LC-16960,3246.63
HE-14800,883.53
BD-11560,320.54
HD-14785,251.36
CJ-11875,16.52
RS-19870,22.33
SC-20845,280.63
RE-19405,48.36
SM-20905,1043.05
