"Customer ID","Order ID","Order Date",Customer_Order_Sequence
AG-10900,CA-2015-130785,9/5/2015,19
AG-10900,CA-2015-130785,9/5/2015,20
AG-10900,CA-2015-130785,9/5/2015,21
AH-10030,US-2014-158400,10/25/2014,1
AH-10030,CA-2017-164000,12/18/2017,2
AH-10030,CA-2015-130113,12/27/2015,3
AH-10030,CA-2015-130113,12/27/2015,4
AH-10030,CA-2014-157644,12/31/2014,5
AH-10030,CA-2014-157644,12/31/2014,6
AH-10030,CA-2016-162747,3/20/2016,7
AH-10030,CA-2014-122070,4/22/2014,8
AH-10030,CA-2014-122070,4/22/2014,9
AH-10030,CA-2014-113768,5/13/2014,10
AH-10030,CA-2014-113768,5/13/2014,11
AH-10075,CA-2017-125451,10/23/2017,1
AH-10075,CA-2017-125451,10/23/2017,2
AH-10075,CA-2017-125451,10/23/2017,3
AH-10075,CA-2017-125451,10/23/2017,4
AH-10075,CA-2017-125451,10/23/2017,5
AH-10075,CA-2017-125451,10/23/2017,6
AH-10075,CA-2014-160066,11/16/2014,7
AH-10075,CA-2017-165029,11/26/2017,8
AH-10075,CA-2016-147109,12/17/2016,9
AH-10075,CA-2016-147109,12/17/2016,10
AH-10075,CA-2015-161795,12/21/2015,11
AH-10075,CA-2017-118857,4/15/2017,12
AH-10075,CA-2017-145702,5/19/2017,13
AH-10075,CA-2017-145702,5/19/2017,14
AH-10075,CA-2016-144015,6/26/2016,15
AH-10075,CA-2016-144015,6/26/2016,16
AH-10075,CA-2016-144015,6/26/2016,17
AH-10075,CA-2016-149797,9/15/2016,18
AH-10075,CA-2017-112004,9/25/2017,19
AH-10075,CA-2017-112004,9/25/2017,20
AH-10120,CA-2017-131632,10/31/2017,1
AH-10120,CA-2016-145261,12/18/2016,2
AH-10120,CA-2016-145261,12/18/2016,3
AH-10120,CA-2016-145261,12/18/2016,4
AH-10120,CA-2016-145261,12/18/2016,5
AH-10120,CA-2016-145261,12/18/2016,6
AH-10120,CA-2016-145261,12/18/2016,7
AH-10120,CA-2016-145261,12/18/2016,8
AH-10120,CA-2017-150987,4/8/2017,9
AH-10120,CA-2017-150987,4/8/2017,10
AH-10120,CA-2016-135594,6/30/2016,11
AH-10120,CA-2014-123295,7/18/2014,12
AH-10120,CA-2017-107958,7/2/2017,13
AH-10120,CA-2017-107958,7/2/2017,14
AH-10120,CA-2017-151211,8/17/2017,15
AH-10120,CA-2017-151211,8/17/2017,16
AH-10195,CA-2017-154732,11/5/2017,1
AH-10195,CA-2016-112697,12/18/2016,2
AH-10195,CA-2016-112697,12/18/2016,3
AH-10195,CA-2016-112697,12/18/2016,4
AH-10195,CA-2015-125185,3/5/2015,5
AH-10195,CA-2015-125185,3/5/2015,6
AH-10195,CA-2017-123043,8/24/2017,7
AH-10195,CA-2017-123043,8/24/2017,8
AH-10210,US-2017-148831,10/13/2017,1
AH-10210,CA-2015-155040,11/10/2015,2
AH-10210,CA-2017-166919,11/23/2017,3
AH-10210,CA-2014-153983,11/29/2014,4
AH-10210,CA-2014-153983,11/29/2014,5
AH-10210,CA-2017-147956,12/24/2017,6
AH-10210,CA-2015-165050,12/7/2015,7
AH-10210,CA-2015-165050,12/7/2015,8
AH-10210,CA-2015-165050,12/7/2015,9
AH-10210,CA-2016-166485,2/20/2016,10
AH-10210,CA-2017-104080,3/8/2017,11
AH-10210,CA-2017-104080,3/8/2017,12
AH-10210,CA-2017-146983,9/2/2017,13
AH-10465,CA-2015-141243,1/3/2015,1
AH-10465,CA-2015-141243,1/3/2015,2
AH-10465,CA-2015-141243,1/3/2015,3
AH-10465,CA-2017-145275,4/2/2017,4
AH-10465,CA-2017-115546,5/14/2017,5
AH-10465,CA-2017-115546,5/14/2017,6
AH-10465,CA-2016-126165,5/5/2016,7
AH-10585,CA-2014-162278,10/26/2014,1
AH-10585,CA-2014-162278,10/26/2014,2
AH-10585,CA-2017-109715,12/9/2017,3
AH-10585,US-2017-152492,7/6/2017,4
AH-10585,CA-2016-160479,9/15/2016,5
AH-10690,CA-2016-145709,10/4/2016,1
AH-10690,CA-2016-145709,10/4/2016,2
AH-10690,CA-2015-113628,11/12/2015,3
AH-10690,CA-2015-113628,11/12/2015,4
AH-10690,CA-2015-113628,11/12/2015,5
AH-10690,CA-2015-113628,11/12/2015,6
AH-10690,CA-2015-113628,11/12/2015,7
AH-10690,CA-2015-113628,11/12/2015,8
AH-10690,CA-2016-148740,11/15/2016,9
AH-10690,CA-2015-139780,12/31/2015,10
AH-10690,CA-2014-160276,4/2/2014,11
AH-10690,CA-2015-166604,5/15/2015,12
AH-10690,CA-2016-138282,5/19/2016,13
AH-10690,CA-2016-113831,5/30/2016,14
AH-10690,CA-2016-113831,5/30/2016,15
AH-10690,CA-2016-113831,5/30/2016,16
AH-10690,CA-2015-110548,5/4/2015,17
AH-10690,CA-2016-144148,7/31/2016,18
AH-10690,CA-2015-112214,8/5/2015,19
AH-10690,CA-2015-112214,8/5/2015,20
AH-10690,CA-2015-112214,8/5/2015,21
AH-10690,CA-2015-112214,8/5/2015,22
AH-10690,CA-2016-158869,8/6/2016,23
AI-10855,CA-2016-158694,11/10/2016,1
AI-10855,CA-2016-158694,11/10/2016,2
AI-10855,CA-2016-158694,11/10/2016,3
AI-10855,CA-2016-158694,11/10/2016,4
AI-10855,CA-2016-158694,11/10/2016,5
AI-10855,CA-2016-158694,11/10/2016,6
AI-10855,CA-2016-158694,11/10/2016,7
AI-10855,US-2017-160759,12/11/2017,8
AI-10855,CA-2017-116855,12/17/2017,9
AI-10855,CA-2015-158918,12/20/2015,10
AI-10855,CA-2014-102330,12/29/2014,11
AI-10855,CA-2014-102330,12/29/2014,12
AI-10855,CA-2015-167479,3/14/2015,13
AI-10855,CA-2014-131387,4/28/2014,14
AI-10855,CA-2014-159709,5/10/2014,15
AI-10855,CA-2014-159709,5/10/2014,16
AI-10855,CA-2017-107552,5/5/2017,17
AI-10855,CA-2017-155929,9/9/2017,18
AJ-10780,CA-2014-149020,1/10/2014,1
AJ-10780,CA-2014-149020,1/10/2014,2
AJ-10780,CA-2017-111577,10/16/2017,3
AJ-10780,CA-2014-108609,10/31/2014,4
AJ-10780,CA-2016-123617,11/28/2016,5
AJ-10780,CA-2014-141313,12/28/2014,6
AJ-10780,CA-2014-141313,12/28/2014,7
AJ-10780,CA-2014-141313,12/28/2014,8
AJ-10780,US-2017-133361,5/14/2017,9
AJ-10780,US-2017-133361,5/14/2017,10
AJ-10780,US-2017-133361,5/14/2017,11
AJ-10780,US-2017-133361,5/14/2017,12
AJ-10780,US-2017-133361,5/14/2017,13
AJ-10780,US-2017-133361,5/14/2017,14
AJ-10780,CA-2015-165554,5/18/2015,15
AJ-10795,CA-2016-134474,1/5/2016,1
AJ-10795,CA-2016-134474,1/5/2016,2
AJ-10795,CA-2016-134474,1/5/2016,3
AJ-10795,CA-2016-123015,12/26/2016,4
AJ-10795,CA-2014-110786,12/29/2014,5
AJ-10795,CA-2014-110786,12/29/2014,6
AJ-10795,CA-2014-110786,12/29/2014,7
AJ-10795,CA-2014-110786,12/29/2014,8
AJ-10795,CA-2014-110786,12/29/2014,9
AJ-10795,CA-2014-110786,12/29/2014,10
AJ-10795,CA-2014-110786,12/29/2014,11
AJ-10795,CA-2014-106810,5/14/2014,12
AJ-10795,CA-2017-142342,7/17/2017,13
AJ-10795,CA-2017-142342,7/17/2017,14
AJ-10795,CA-2017-142342,7/17/2017,15
AJ-10795,CA-2017-142342,7/17/2017,16
AJ-10795,CA-2016-123946,9/12/2016,17
AJ-10795,CA-2016-123946,9/12/2016,18
AJ-10795,CA-2016-123946,9/12/2016,19
AJ-10795,CA-2016-123946,9/12/2016,20
AJ-10945,CA-2017-137421,10/6/2017,1
AJ-10945,CA-2016-115378,11/18/2016,2
AJ-10945,CA-2015-164497,11/28/2015,3
AJ-10945,CA-2015-126347,12/14/2015,4
AJ-10945,CA-2014-155852,3/3/2014,5
AJ-10945,US-2015-132836,6/1/2015,6
AJ-10945,US-2015-132836,6/1/2015,7
AJ-10945,US-2015-132836,6/1/2015,8
AJ-10945,US-2015-132836,6/1/2015,9
AJ-10945,CA-2017-133004,8/31/2017,10
AJ-10960,CA-2017-123246,10/17/2017,1
AJ-10960,CA-2014-131800,12/30/2014,2
AJ-10960,CA-2014-131800,12/30/2014,3
AJ-10960,CA-2014-113362,9/14/2014,4
AJ-10960,CA-2014-113362,9/14/2014,5
AM-10360,CA-2014-132542,10/6/2014,1
AM-10360,CA-2017-109701,12/2/2017,2
AM-10360,CA-2017-109701,12/2/2017,3
AM-10360,CA-2017-109701,12/2/2017,4
AM-10360,CA-2017-109701,12/2/2017,5
AM-10360,CA-2017-109701,12/2/2017,6
AM-10360,US-2015-107944,3/23/2015,7
AM-10360,US-2015-107944,3/23/2015,8
AM-10360,CA-2017-161340,5/28/2017,9
AM-10360,CA-2017-161340,5/28/2017,10
AM-10360,CA-2016-157000,7/16/2016,11
AM-10360,CA-2016-157000,7/16/2016,12
AM-10705,CA-2014-145387,10/31/2014,1
AM-10705,CA-2014-145387,10/31/2014,2
AM-10705,CA-2014-145387,10/31/2014,3
AM-10705,CA-2014-145387,10/31/2014,4
AM-10705,CA-2014-145387,10/31/2014,5
AM-10705,CA-2014-145387,10/31/2014,6
AM-10705,CA-2017-157903,4/4/2017,7
AM-10705,US-2017-124821,6/25/2017,8
AM-10705,CA-2017-104731,7/21/2017,9
AM-10705,CA-2017-104731,7/21/2017,10
AM-10705,CA-2017-104731,7/21/2017,11
AM-10705,CA-2017-104731,7/21/2017,12
AM-10705,CA-2017-104731,7/21/2017,13
AM-10705,CA-2017-104731,7/21/2017,14
AM-10705,CA-2017-104731,7/21/2017,15
AM-10705,CA-2015-138457,9/13/2015,16
AM-10705,CA-2016-145905,9/18/2016,17
AM-10705,CA-2016-145905,9/18/2016,18
AM-10705,CA-2016-145905,9/18/2016,19
AM-10705,CA-2015-151470,9/20/2015,20
AM-10705,CA-2015-100573,9/25/2015,21
AO-10810,CA-2016-148096,8/16/2016,1
AP-10720,CA-2016-136322,10/21/2016,1
AP-10720,CA-2016-136322,10/21/2016,2
AP-10720,CA-2017-143021,11/19/2017,3
AP-10720,CA-2017-143021,11/19/2017,4
AP-10720,US-2015-165449,11/22/2015,5
AP-10720,US-2016-103674,12/6/2016,6
AP-10720,US-2016-103674,12/6/2016,7
AP-10720,US-2016-103674,12/6/2016,8
AP-10720,US-2016-103674,12/6/2016,9
AP-10720,US-2016-103674,12/6/2016,10
AP-10720,US-2016-103674,12/6/2016,11
AP-10720,US-2016-103674,12/6/2016,12
AP-10720,CA-2014-127964,3/3/2014,13
AP-10720,CA-2014-127964,3/3/2014,14
AP-10720,CA-2014-127964,3/3/2014,15
AP-10720,CA-2016-154403,5/23/2016,16
AP-10720,CA-2016-120250,9/19/2016,17
AP-10720,US-2016-114174,9/8/2016,18
AP-10720,US-2016-114174,9/8/2016,19
AP-10915,CA-2014-113047,10/24/2014,1
AP-10915,CA-2014-105270,11/11/2014,2
AP-10915,CA-2014-105270,11/11/2014,3
AP-10915,CA-2016-168893,11/3/2016,4
AP-10915,CA-2016-168893,11/3/2016,5
AP-10915,CA-2016-168893,11/3/2016,6
AP-10915,CA-2016-168893,11/3/2016,7
AP-10915,CA-2016-168893,11/3/2016,8
AP-10915,CA-2016-128412,12/10/2016,9
AP-10915,CA-2016-128412,12/10/2016,10
AP-10915,CA-2016-128412,12/10/2016,11
AP-10915,CA-2016-128412,12/10/2016,12
AP-10915,CA-2016-128412,12/10/2016,13
AP-10915,US-2016-164588,4/16/2016,14
AP-10915,CA-2017-168228,4/27/2017,15
AP-10915,CA-2017-168228,4/27/2017,16
AP-10915,CA-2017-168228,4/27/2017,17
AP-10915,CA-2014-124737,8/23/2014,18
AP-10915,CA-2014-124737,8/23/2014,19
AP-10915,CA-2014-124737,8/23/2014,20
AP-10915,CA-2014-124737,8/23/2014,21
AP-10915,CA-2014-124737,8/23/2014,22
AP-10915,CA-2014-124737,8/23/2014,23
AP-10915,US-2017-132059,9/23/2017,24
AP-10915,US-2017-132059,9/23/2017,25
AP-10915,CA-2014-146969,9/29/2014,26
AP-10915,CA-2014-146969,9/29/2014,27
AP-10915,CA-2014-146969,9/29/2014,28
AP-10915,CA-2014-146969,9/29/2014,29
AP-10915,CA-2014-146969,9/29/2014,30
AP-10915,CA-2017-146136,9/3/2017,31
AR-10345,US-2014-115189,12/30/2014,1
AR-10345,US-2014-115189,12/30/2014,2
AR-10345,CA-2015-139374,9/10/2015,3
AR-10345,CA-2017-126438,9/10/2017,4
AR-10345,CA-2017-126396,9/8/2017,5
AR-10405,CA-2014-157882,10/3/2014,1
AR-10405,CA-2014-157882,10/3/2014,2
AR-10405,CA-2017-149468,5/20/2017,3
AR-10405,CA-2017-140844,6/19/2017,4
AR-10405,CA-2017-140844,6/19/2017,5
AR-10405,CA-2015-164427,7/31/2015,6
AR-10405,US-2017-134481,8/27/2017,7
AR-10510,CA-2017-111808,12/16/2017,1
AR-10510,CA-2016-147536,12/26/2016,2
AR-10510,CA-2014-115056,5/2/2014,3
