"Order ID",Sales
CA-2014-144666,703.97
CA-2016-100790,704.25
CA-2017-140963,514.17
CA-2017-140963,279.96
CA-2014-154627,2735.95
CA-2014-113362,449.15
CA-2016-126158,255.76
CA-2016-126158,241.57
US-2016-105578,801.57
CA-2015-145352,6354.95
CA-2017-127432,2999.95
CA-2017-127432,1126.02
CA-2017-113558,683.95
US-2015-138303,666.25
CA-2016-168753,979.95
CA-2015-134894,283.92
CA-2014-140795,468.90
CA-2016-136924,380.86
US-2015-120161,646.78
CA-2015-113173,250.27
CA-2016-136406,1121.57
CA-2017-100650,1295.78
CA-2016-113243,1335.68
CA-2017-137099,374.38
CA-2017-156951,451.15
CA-2017-145233,470.38
CA-2017-145233,406.37
CA-2015-128139,294.93
CA-2014-131450,1199.98
CA-2014-131450,445.96
CA-2014-131450,327.76
US-2016-100720,494.38
CA-2016-161816,369.58
CA-2016-121223,728.95
CA-2015-138009,301.96
CA-2015-138009,555.21
CA-2015-138009,523.48
US-2016-135720,243.38
US-2016-135720,300.77
CA-2017-144694,235.94
CA-2015-168004,392.94
CA-2016-115917,1049.20
CA-2017-167913,330.40
CA-2016-160745,302.38
CA-2016-160745,316.00
CA-2016-132661,379.40
US-2016-156097,701.37
CA-2015-146563,999.43
CA-2015-146563,724.08
CA-2015-146563,918.79
CA-2016-123666,459.95
CA-2017-132682,381.58
US-2017-168116,7999.98
CA-2014-157784,479.97
US-2014-117135,284.82
CA-2015-142027,369.91
CA-2014-112158,883.92
US-2017-100048,281.34
US-2017-100048,307.98
US-2017-100048,299.97
CA-2016-142335,1652.94
CA-2016-142335,296.37
US-2016-150861,400.03
US-2016-150861,542.65
CA-2017-131954,242.94
CA-2014-112326,272.74
CA-2014-124429,567.12
CA-2014-124429,359.32
CA-2016-110499,1199.98
CA-2016-140928,383.44
CA-2014-162775,646.74
CA-2014-162775,572.58
CA-2014-106810,310.88
CA-2016-157245,641.96
CA-2015-144267,544.01
CA-2015-154620,348.93
CA-2015-115938,332.94
CA-2016-105256,1363.96
CA-2015-101910,283.92
CA-2016-136133,355.32
CA-2014-134313,1983.97
CA-2014-151995,1298.55
CA-2017-143686,1399.93
CA-2014-140858,1228.47
CA-2014-140858,335.52
CA-2017-101434,239.97
CA-2017-129462,301.96
CA-2016-165316,265.48
CA-2015-114300,287.94
CA-2016-123274,242.94
CA-2016-158099,1141.47
CA-2016-158099,280.78
CA-2016-116736,322.59
CA-2016-116736,371.97
CA-2017-111689,1242.90
CA-2017-133256,543.92
CA-2017-132353,323.98
CA-2017-143259,323.14
CA-2017-137596,1199.80
CA-2017-137596,1928.78
CA-2017-137596,352.38
US-2014-141215,797.94
CA-2015-111164,406.60
CA-2016-149797,841.57
CA-2014-132962,252.00
CA-2016-140081,447.70
CA-2016-142958,1114.27
CA-2015-120880,540.57
US-2015-140200,393.17
US-2017-110576,516.49
US-2017-110576,1007.23
US-2017-110576,2065.32
CA-2017-152142,321.57
CA-2017-135279,501.81
CA-2017-159366,3059.98
CA-2016-144939,599.29
CA-2014-163419,559.98
CA-2014-163419,603.92
CA-2017-100314,336.51
CA-2017-167899,520.05
CA-2015-153549,1166.92
CA-2014-117639,2715.93
CA-2014-117639,617.97
CA-2015-124891,2309.65
CA-2015-124891,1090.78
CA-2015-126445,484.65
US-2015-126214,1618.37
CA-2015-108665,601.65
CA-2015-124450,1267.53
CA-2015-124450,1379.92
CA-2014-163552,854.94
CA-2016-127670,697.16
CA-2016-102981,722.35
CA-2017-152702,254.60
CA-2016-169103,1363.96
CA-2014-139192,1113.50
US-2015-153500,282.89
CA-2015-110016,1106.91
US-2016-143819,836.59
US-2016-143819,362.92
US-2016-143819,4899.93
CA-2015-165085,355.96
CA-2017-160423,348.21
CA-2014-159338,447.84
CA-2015-142755,279.90
CA-2015-142755,619.95
US-2014-147627,699.93
US-2014-147627,1067.94
CA-2016-112102,343.92
CA-2016-152170,287.52
CA-2014-146969,686.32
CA-2015-112452,644.08
CA-2015-112452,599.98
CA-2014-136567,2244.48
CA-2014-136567,455.10
CA-2017-147039,362.94
CA-2015-125416,447.93
CA-2017-145226,272.94
CA-2016-168081,258.70
CA-2014-128146,1322.93
CA-2014-127131,485.88
CA-2017-117212,889.54
CA-2017-117212,892.22
CA-2016-130946,431.93
CA-2016-130946,1088.79
CA-2016-114727,544.01
CA-2016-114727,854.35
CA-2016-114727,593.57
CA-2016-114727,338.04
CA-2017-133235,271.96
CA-2016-137050,579.14
US-2017-118087,258.70
US-2017-118087,1931.96
CA-2014-110184,249.75
CA-2014-110184,255.94
CA-2016-153682,839.99
US-2016-162859,398.35
CA-2014-168494,764.69
CA-2014-168494,3610.85
CA-2014-168494,254.97
CA-2017-115602,1141.94
CA-2017-115602,1704.56
CA-2015-154956,1099.96
US-2016-168620,540.05
US-2016-168620,255.68
CA-2017-117079,863.88
US-2014-167738,292.27
CA-2016-119186,388.43
CA-2016-160815,278.40
CA-2017-122154,251.64
CA-2015-138898,845.73
CA-2016-137043,572.76
CA-2016-137043,286.38
US-2017-126179,287.97
CA-2016-101966,419.94
CA-2016-145919,579.30
CA-2014-160773,575.92
CA-2017-167703,285.55
CA-2016-122133,552.56
CA-2017-100524,677.58
CA-2017-113481,695.70
CA-2014-153976,258.28
CA-2017-162978,300.90
US-2014-160444,281.42
CA-2017-125199,309.58
US-2017-155425,239.95
US-2017-155425,899.14
US-2015-103471,590.06
CA-2015-120362,912.75
CA-2014-126361,1089.75
CA-2014-126361,447.84
CA-2014-126361,399.96
US-2016-108504,348.84
US-2016-108504,239.98
US-2016-108504,484.83
US-2016-108504,342.37
US-2017-117247,652.45
CA-2016-159212,251.79
US-2016-161396,419.40
US-2016-122245,393.17
CA-2016-136329,408.01
CA-2014-146640,334.77
CA-2017-115994,239.97
CA-2015-126697,946.34
CA-2015-124800,263.96
CA-2015-124800,363.65
US-2015-164448,427.42
CA-2014-120768,1819.86
CA-2015-139731,263.88
CA-2015-139731,2453.43
CA-2016-133725,1979.93
CA-2017-102337,470.30
CA-2016-133711,3040.00
CA-2017-148474,452.94
US-2016-128902,244.01
CA-2016-152289,1024.72
CA-2015-100769,255.97
CA-2017-139199,872.94
CA-2015-140410,1212.85
CA-2017-166436,977.29
CA-2017-130386,540.05
CA-2015-153388,1004.98
CA-2016-134208,396.00
CA-2017-100384,385.60
CA-2017-148446,1669.60
CA-2017-121888,782.94
CA-2017-121888,242.48
CA-2014-150245,1573.49
CA-2015-111395,335.52
CA-2014-134278,559.99
US-2017-102890,1044.63
CA-2014-116239,354.90
CA-2015-132101,453.58
US-2014-157385,603.92
US-2014-157385,381.44
CA-2014-101602,763.28
CA-2015-131338,307.98
CA-2015-131338,382.81
CA-2015-131338,1217.57
CA-2015-131338,979.95
CA-2015-131338,247.80
CA-2015-118423,359.06
CA-2017-132234,547.30
CA-2014-156349,290.67
CA-2017-138380,1000.02
CA-2017-108560,786.48
CA-2015-157084,675.96
CA-2015-157084,1265.85
CA-2015-164539,523.25
CA-2015-143119,517.50
CA-2016-106530,1006.06
CA-2014-168984,669.08
CA-2014-168984,438.34
CA-2015-111829,1247.64
CA-2015-111829,3149.93
CA-2017-144526,677.58
CA-2016-128531,297.58
US-2015-157154,1018.10
CA-2014-122882,399.54
CA-2017-143798,310.88
CA-2014-142839,853.09
CA-2014-135657,515.88
CA-2015-114069,1931.04
CA-2017-123491,1702.12
US-2017-124968,765.63
CA-2017-104003,307.67
CA-2016-169943,242.90
CA-2016-169943,454.90
US-2015-123218,255.97
US-2015-123218,359.06
CA-2015-127453,434.35
US-2017-164056,1048.35
US-2016-131149,338.04
CA-2017-152807,442.40
CA-2017-116715,559.62
CA-2015-135622,360.71
CA-2015-135622,1718.40
CA-2015-130785,411.33
CA-2015-130785,293.20
CA-2014-118976,497.61
CA-2015-105347,368.91
CA-2015-154326,699.98
CA-2014-120474,2807.84
US-2017-139465,347.97
CA-2017-158379,4663.74
US-2016-116729,2575.94
US-2016-116729,254.24
CA-2014-132612,1441.30
CA-2016-109344,1127.98
CA-2014-103373,779.80
CA-2017-145884,1439.92
CA-2017-145884,262.11
CA-2017-162691,1439.98
CA-2017-122693,1245.86
CA-2017-128370,362.35
CA-2015-160472,831.20
US-2017-121251,257.57
US-2016-100839,727.45
US-2017-116659,370.78
CA-2014-116932,801.57
CA-2014-116932,272.85
CA-2017-112039,470.38
CA-2017-118885,393.57
CA-2017-118885,302.38
CA-2015-109512,383.61
CA-2015-109512,563.40
CA-2014-140165,398.35
CA-2014-142587,409.59
CA-2015-109197,487.98
CA-2017-141789,1793.98
CA-2014-169775,505.18
CA-2017-167094,478.48
CA-2017-154410,909.12
CA-2017-121503,273.90
CA-2017-121503,597.13
CA-2015-123673,299.90
US-2017-111423,895.92
US-2017-111423,462.56
CA-2016-156685,863.64
US-2017-101539,659.98
CA-2016-152121,271.99
CA-2017-101245,244.55
CA-2016-112109,662.88
CA-2017-157987,254.53
CA-2017-157987,1282.41
CA-2017-157987,238.00
CA-2017-110905,296.85
CA-2017-110905,286.29
CA-2017-165841,281.97
CA-2017-117485,291.96
CA-2017-140242,408.74
CA-2014-110408,275.97
CA-2014-110408,1394.95
CA-2014-110408,545.88
CA-2016-112669,933.54
CA-2014-122749,479.96
CA-2014-164721,320.88
CA-2016-147417,1439.98
CA-2015-127509,1024.38
US-2017-147221,294.62
CA-2017-163510,304.45
CA-2014-116407,333.06
CA-2016-145905,350.98
CA-2016-145905,900.08
CA-2016-168354,1606.23
CA-2016-168354,872.32
US-2017-111241,239.12
CA-2017-162481,269.97
CA-2016-131835,597.00
CA-2015-142237,289.80
CA-2015-142237,341.49
CA-2017-120376,1586.69
CA-2017-120376,411.80
CA-2014-106439,405.64
CA-2014-106439,251.91
CA-2015-133452,710.83
US-2017-110996,283.92
CA-2017-122504,761.54
CA-2016-140501,324.90
CA-2017-166142,310.44
CA-2014-145926,479.90
US-2016-146570,511.84
CA-2017-124401,279.94
US-2014-140116,636.41
CA-2014-123295,259.14
CA-2015-164882,398.35
CA-2015-164882,323.14
CA-2015-164882,1295.84
CA-2015-164882,425.83
CA-2017-155460,895.92
CA-2017-167381,241.96
CA-2014-159520,991.76
US-2016-152051,422.06
US-2016-152051,254.35
CA-2014-124646,501.81
CA-2017-166296,314.55
US-2017-137491,305.31
CA-2016-128818,442.76
CA-2016-128818,3999.95
CA-2017-143063,1454.49
US-2014-165659,881.93
CA-2014-125556,832.93
CA-2017-129378,241.96
CA-2017-130841,1145.60
CA-2015-131884,485.94
CA-2016-139157,330.59
CA-2014-128055,673.57
CA-2017-157091,526.45
CA-2015-123232,319.97
CA-2016-146633,1016.79
US-2016-126893,494.98
CA-2017-103380,659.98
CA-2015-116092,541.44
CA-2016-164091,437.85
CA-2017-105214,1212.96
CA-2015-117611,371.97
CA-2017-122994,359.97
CA-2016-131065,499.98
CA-2015-142944,435.26
CA-2015-142944,1119.98
CA-2014-104283,306.20
CA-2017-142622,614.27
CA-2017-115154,892.98
CA-2015-149342,287.97
CA-2015-113145,259.70
CA-2015-113145,1399.93
CA-2015-113145,503.96
CA-2016-106558,316.00
CA-2017-157931,723.92
CA-2017-116225,390.75
US-2017-120418,280.79
CA-2017-122035,416.32
CA-2017-122035,389.97
CA-2017-165491,265.93
CA-2015-109470,364.80
US-2015-147739,547.14
CA-2017-169285,277.40
CA-2017-152695,426.79
CA-2016-119025,490.32
CA-2016-159373,557.59
CA-2015-111514,1552.83
CA-2015-111514,239.98
US-2014-148838,1579.75
US-2014-148838,1071.58
US-2014-148838,613.91
CA-2017-155152,252.00
CA-2016-159940,253.37
US-2017-117534,479.98
US-2015-127040,1619.91
CA-2017-147361,628.81
US-2016-110170,956.66
CA-2017-108574,1115.91
CA-2017-144589,359.98
CA-2014-151295,629.06
CA-2016-156300,754.45
CA-2015-146087,301.96
CA-2017-168655,595.00
CA-2016-107202,2396.40
US-2017-147669,273.06
CA-2014-148586,366.79
CA-2015-154746,826.11
CA-2017-140053,545.85
CA-2016-146934,345.00
CA-2016-146934,662.84
CA-2016-146934,257.98
CA-2016-119165,492.84
CA-2015-128027,269.49
CA-2017-128755,571.44
US-2016-135923,451.14
CA-2016-114972,1101.48
CA-2017-102750,1322.35
CA-2017-147956,1003.62
CA-2017-126067,1137.75
CA-2015-141040,631.96
CA-2014-144624,4548.81
CA-2016-146206,300.93
CA-2016-146206,719.96
CA-2014-136644,647.84
CA-2014-143917,8187.65
CA-2017-163902,479.94
CA-2016-136812,1117.92
CA-2014-106572,264.32
CA-2014-128888,604.66
CA-2016-124352,868.59
CA-2014-111500,339.96
US-2017-117723,1801.63
CA-2015-168746,431.98
CA-2015-113404,1348.70
CA-2015-113404,700.15
US-2015-128090,1879.96
US-2015-128090,313.02
CA-2017-101042,821.88
CA-2016-118626,705.54
CA-2015-147788,1406.86
CA-2015-147788,323.10
CA-2017-123967,2665.62
CA-2017-148929,478.08
CA-2016-155845,1399.94
CA-2017-145128,526.45
CA-2014-129091,319.90
CA-2014-129091,675.12
US-2014-155502,489.92
CA-2017-131695,248.57
CA-2016-137729,246.17
US-2016-115455,601.47
CA-2017-149048,914.97
CA-2017-149048,587.97
CA-2017-149048,530.34
CA-2016-165848,1349.85
CA-2014-127446,1218.74
CA-2017-127180,11199.97
CA-2017-127180,2399.60
US-2017-165344,653.00
CA-2015-162369,323.10
CA-2017-108441,858.24
CA-2014-131002,821.88
US-2016-146794,424.96
CA-2017-112515,1292.94
CA-2017-112515,261.74
CA-2015-135538,883.84
CA-2017-123372,1979.89
CA-2016-164784,370.62
CA-2014-126403,785.88
CA-2014-126403,1325.85
CA-2017-127026,619.95
CA-2017-127026,350.97
CA-2017-137085,312.55
CA-2014-145317,821.30
CA-2014-145317,22638.48
CA-2015-121797,1919.98
CA-2014-110100,302.38
CA-2014-100006,377.97
CA-2017-149888,359.97
CA-2017-149888,350.35
CA-2017-119193,629.96
CA-2017-104801,799.96
CA-2015-115798,377.97
CA-2015-115798,299.97
CA-2017-122707,477.24
CA-2015-140144,257.64
CA-2014-155887,700.06
US-2014-141257,585.55
CA-2014-154669,423.28
CA-2015-155306,323.37
CA-2015-155306,783.96
CA-2015-155306,1447.65
CA-2016-127775,239.97
CA-2016-146171,481.32
CA-2017-167752,1924.16
CA-2016-139878,257.98
CA-2015-149972,601.54
CA-2014-154599,1075.09
CA-2014-154599,438.37
CA-2014-154599,308.50
CA-2016-153318,783.96
CA-2015-148635,704.90
CA-2015-148635,561.57
CA-2015-135685,999.96
CA-2015-135685,653.55
CA-2015-104626,1088.76
CA-2016-160500,298.78
CA-2017-100202,302.38
US-2014-112914,300.53
CA-2014-148915,443.92
CA-2016-147368,695.70
US-2014-125521,1139.92
US-2016-162852,845.49
CA-2017-152093,762.59
CA-2017-157854,2690.97
CA-2016-128594,1603.14
CA-2017-138975,377.97
CA-2017-138975,1628.82
CA-2017-138975,286.93
CA-2014-148040,314.35
CA-2017-137022,811.28
US-2016-167339,1013.49
CA-2016-152072,254.97
US-2016-159856,307.92
US-2016-164630,959.97
US-2015-114839,408.42
CA-2015-166464,479.98
CA-2016-153577,539.66
CA-2014-127586,310.12
CA-2015-118444,387.14
CA-2015-134747,263.96
US-2017-120390,1633.19
US-2016-169040,431.98
US-2016-169040,248.08
CA-2017-155880,1526.56
CA-2017-155880,368.97
CA-2017-126242,305.01
CA-2017-134915,671.98
CA-2017-167941,499.58
CA-2017-167941,259.14
CA-2015-137512,244.01
CA-2014-109232,545.94
US-2014-112872,275.49
CA-2016-139269,1267.65
CA-2016-139010,449.15
CA-2017-147291,895.92
CA-2017-116519,904.90
CA-2016-115525,243.88
CA-2017-134845,2549.99
US-2015-138919,344.22
US-2016-160528,727.30
US-2016-160528,666.40
CA-2017-124674,327.73
CA-2017-116855,504.90
US-2016-164189,403.17
CA-2017-149559,2054.27
CA-2015-135174,1022.97
CA-2017-121419,411.80
CA-2017-121419,360.00
CA-2016-128517,517.90
US-2015-100377,2799.96
CA-2017-106859,288.24
US-2017-120089,663.94
CA-2014-119375,2934.33
CA-2014-143903,342.86
CA-2014-143903,981.37
US-2017-132297,539.97
CA-2017-118773,252.78
US-2017-159205,671.93
CA-2016-112123,447.86
CA-2016-112123,479.95
CA-2017-131233,242.35
CA-2017-119578,695.16
CA-2017-127460,298.46
CA-2016-121671,242.94
CA-2016-121671,265.17
CA-2016-150350,837.60
CA-2016-150350,532.70
CA-2015-121720,1123.92
CA-2015-121720,249.58
CA-2015-121720,1036.62
CA-2015-121720,563.81
CA-2017-149895,258.53
CA-2014-136399,241.57
CA-2014-136399,395.00
CA-2014-136399,627.17
US-2016-148110,347.80
CA-2017-131828,963.14
CA-2015-147830,2025.36
CA-2015-147830,1799.99
CA-2015-147830,262.86
CA-2017-150497,735.98
CA-2015-139584,284.36
CA-2014-153969,239.98
CA-2016-138695,390.27
US-2016-133879,528.43
CA-2017-105235,254.90
CA-2017-152912,826.62
CA-2017-152912,1633.14
CA-2017-152912,544.38
CA-2014-158372,601.54
CA-2016-108882,349.95
CA-2016-108882,377.93
CA-2017-104640,931.18
CA-2017-104640,430.88
CA-2014-108189,318.40
CA-2014-154641,375.34
US-2016-127971,318.43
CA-2017-113355,317.06
US-2017-140907,324.90
CA-2014-140662,733.95
CA-2014-140662,241.44
US-2014-126571,281.90
CA-2017-133865,3359.95
CA-2014-102988,4164.05
CA-2015-157770,494.38
CA-2015-157770,248.85
CA-2017-113418,1704.89
CA-2017-136308,1919.98
US-2014-159926,539.96
CA-2014-104738,328.78
US-2014-133130,603.92
CA-2017-169978,271.76
CA-2017-161739,341.96
CA-2014-134551,662.88
CA-2014-165309,896.99
CA-2014-165309,262.34
CA-2014-165309,241.18
US-2017-109253,431.97
US-2017-109253,568.73
CA-2016-145982,244.62
US-2014-134733,436.00
US-2014-150434,359.98
CA-2014-115161,290.67
CA-2016-134887,1287.45
CA-2015-161718,364.41
CA-2015-161718,361.76
CA-2015-130659,384.17
CA-2015-130659,1799.75
CA-2017-148404,580.67
CA-2014-166471,1091.17
US-2017-148362,443.92
CA-2014-102274,629.10
US-2014-150119,281.37
US-2014-150119,281.37
CA-2016-100244,271.98
CA-2015-150791,271.76
CA-2016-134803,262.24
CA-2016-134803,558.40
CA-2015-153381,1408.10
CA-2017-152583,251.01
CA-2017-168858,2504.74
CA-2014-157609,471.92
CA-2017-136448,538.19
CA-2017-114258,492.77
CA-2015-152611,286.79
US-2015-147242,361.96
US-2015-147242,278.82
CA-2016-131289,1421.66
CA-2014-124688,579.95
CA-2014-124688,1202.94
CA-2015-157322,408.42
CA-2015-157322,382.12
CA-2015-157322,435.50
CA-2017-142034,655.90
CA-2017-142034,603.92
CA-2016-107328,513.02
CA-2016-107328,487.92
CA-2016-150945,900.08
CA-2014-166863,418.80
CA-2014-166863,509.49
CA-2017-140326,825.17
US-2016-113649,569.54
CA-2015-124975,796.43
CA-2016-114482,404.94
CA-2016-132731,657.55
CA-2017-148922,599.97
CA-2014-110849,287.97
CA-2016-152555,844.12
CA-2016-152555,812.74
CA-2014-120838,330.40
CA-2014-120838,604.75
CA-2017-152737,439.80
CA-2017-103877,1577.94
CA-2017-168109,2395.20
CA-2017-168109,1687.80
CA-2016-104157,2430.08
CA-2015-121650,801.96
CA-2017-121839,1169.69
CA-2017-158729,1665.62
CA-2017-146535,1443.96
CA-2016-108434,465.18
CA-2017-138310,431.93
CA-2014-159835,657.93
CA-2017-112956,277.40
CA-2017-112529,718.12
CA-2017-141929,487.98
CA-2017-113530,681.41
CA-2014-169726,2060.74
CA-2017-132178,763.44
CA-2016-145177,334.88
CA-2014-156594,487.98
CA-2017-133004,638.73
CA-2016-155005,377.97
US-2017-129777,258.90
CA-2015-132626,464.97
US-2015-131359,439.99
CA-2015-104941,899.97
CA-2017-113670,510.24
CA-2014-135608,603.92
CA-2016-142370,249.95
US-2014-169789,551.99
CA-2016-165169,360.38
CA-2015-109575,636.86
CA-2015-109575,499.99
CA-2015-109575,1259.93
CA-2016-149979,368.97
CA-2017-161956,321.92
CA-2017-161956,879.98
CA-2017-161956,841.57
CA-2017-161956,354.90
CA-2016-116799,563.43
CA-2016-156251,241.96
CA-2014-153913,1013.83
CA-2016-155530,2003.52
US-2014-102715,383.98
US-2014-102715,335.94
CA-2014-149643,273.96
CA-2015-135314,269.98
CA-2017-165204,720.06
CA-2016-144218,1085.42
US-2014-117163,333.00
CA-2017-121314,251.64
CA-2017-147760,523.76
CA-2017-147760,1359.96
CA-2015-113628,523.92
CA-2016-152471,823.96
CA-2015-102582,801.96
CA-2015-102582,1056.86
CA-2017-141873,314.35
CA-2015-140984,991.20
CA-2015-140984,879.98
CA-2017-141733,1458.65
CA-2017-141733,476.80
CA-2014-105984,1049.97
CA-2014-105984,611.06
CA-2014-126760,911.98
CA-2014-126760,674.35
CA-2014-101931,480.74
CA-2014-101931,617.00
CA-2017-129000,501.81
CA-2017-161053,691.96
US-2017-105389,823.96
CA-2014-140816,447.94
CA-2017-154039,480.96
CA-2014-124709,238.00
CA-2015-132486,240.78
CA-2015-132486,842.35
CA-2015-129896,364.70
CA-2014-100895,239.97
CA-2014-100895,356.94
US-2016-163881,659.90
US-2016-163881,1684.75
US-2016-163881,559.92
US-2016-144547,279.94
US-2015-119312,270.34
CA-2015-167010,563.81
CA-2015-167010,547.14
CA-2015-167010,352.45
CA-2017-126788,470.38
US-2017-142573,801.60
US-2017-142573,311.98
CA-2016-110044,359.98
CA-2016-162082,241.33
US-2016-143448,1424.90
US-2016-142685,835.17
CA-2016-119963,255.11
CA-2016-167556,414.00
CA-2016-135265,287.97
CA-2016-135265,2799.96
CA-2016-108735,257.50
CA-2017-112333,2591.56
CA-2014-137589,286.34
CA-2015-105627,512.94
CA-2015-105627,860.93
CA-2015-105627,769.95
CA-2015-105627,373.08
CA-2014-116834,345.00
CA-2016-145730,637.90
CA-2016-145730,287.91
CA-2017-144463,474.43
CA-2015-165624,542.94
CA-2015-165624,251.91
CA-2014-154963,853.93
CA-2017-130764,556.67
CA-2017-124296,479.97
CA-2016-169957,236.88
US-2016-108777,383.95
CA-2014-110786,767.95
CA-2014-110786,274.77
US-2015-166520,599.90
CA-2017-136350,276.69
CA-2014-122931,409.27
CA-2014-122931,1801.63
CA-2014-163034,646.20
CA-2015-124058,572.16
CA-2014-102673,978.84
CA-2015-156104,999.98
US-2015-164308,821.94
CA-2016-111913,302.38
US-2014-156559,638.82
CA-2015-102491,3080.00
CA-2015-102491,587.97
CA-2014-116904,404.90
CA-2014-116904,9449.95
CA-2016-163573,1219.96
CA-2015-153416,454.86
CA-2014-127299,2624.99
CA-2017-105914,1575.14
CA-2015-136196,322.59
CA-2017-106068,259.14
CA-2017-115546,539.97
CA-2015-163587,671.94
CA-2014-157924,433.57
CA-2014-128846,629.95
US-2017-136868,319.96
US-2017-136868,344.91
CA-2017-166709,10499.97
CA-2015-150875,696.42
CA-2015-150875,304.78
US-2016-161683,394.82
CA-2015-143105,799.98
