"Customer ID",Total_Sales,Sales_Rank
DB-13405,1702.55,480
BP-11155,1692.15,481
DK-12985,1687.03,482
RA-19945,1686.93,483
CA-12055,1679.72,484
CM-11815,1673.89,485
LH-17155,1660.31,486
CC-12475,1659.45,487
JP-15460,1653.58,488
CM-12115,1643.97,489
EB-13975,1643.26,490
AP-10720,1638.55,491
KE-16420,1626.68,492
AZ-10750,1622.03,493
MS-17710,1613.39,494
CR-12730,1600.55,495
SP-20650,1598.51,496
DE-13255,1588.46,497
AH-10195,1587.45,498
BF-11215,1585.17,499
CK-12760,1582.11,500
MC-18130,1581.99,501
MF-18250,1575.36,502
JL-15175,1571.52,503
TB-21250,1569.59,504
KB-16315,1569.45,505
TS-21160,1568.25,506
ON-18715,1567.52,507
MV-17485,1542.39,508
BD-11620,1538.12,509
CH-12070,1537.24,510
BD-11725,1526.50,511
BV-11245,1523.28,512
KA-16525,1519.51,513
AB-10600,1515.86,514
JG-15805,1507.02,515
ZD-21925,1493.94,516
DL-12865,1490.83,517
CM-12190,1475.14,518
LE-16810,1469.45,519
TB-21055,1467.89,520
PN-18775,1467.16,521
BN-11515,1459.34,522
PB-19150,1456.95,523
RM-19375,1453.47,524
AG-10525,1448.94,525
RK-19300,1448.00,526
DL-13315,1446.06,527
PK-18910,1441.15,528
TD-20995,1434.56,529
JW-16075,1428.73,530
MB-18085,1428.24,531
MB-17305,1427.33,532
TT-21220,1427.05,533
RD-19720,1419.74,534
NL-18310,1418.08,535
PM-18940,1405.40,536
CA-12310,1401.08,537
MO-17800,1396.33,538
NG-18430,1395.94,539
JE-15475,1388.69,540
TB-21595,1387.57,541
FG-14260,1383.13,542
CR-12820,1380.84,543
DM-13525,1376.80,544
GH-14485,1361.24,545
GB-14530,1356.48,546
LM-17065,1346.78,547
MG-17695,1342.29,548
SJ-20215,1339.08,549
BM-11785,1335.87,550
BF-11005,1333.89,551
SB-20170,1323.43,552
DM-12955,1322.03,553
MT-18070,1319.44,554
MM-17260,1314.02,555
SP-20545,1306.09,556
EK-13795,1303.48,557
Co-12640,1300.08,558
HR-14770,1299.29,559
SS-20140,1289.55,560
GR-14560,1284.38,561
PS-18970,1278.65,562
SV-20815,1271.09,563
CS-11845,1267.20,564
LW-17125,1259.04,565
ME-18010,1256.95,566
GM-14500,1255.68,567
SC-20680,1254.64,568
MH-17620,1252.80,569
ER-13855,1245.79,570
JW-15955,1244.09,571
MG-17875,1242.84,572
NP-18685,1228.70,573
PJ-18835,1220.10,574
EH-14005,1219.52,575
JL-15130,1214.95,576
MD-17860,1204.91,577
DW-13585,1204.85,578
DO-13435,1197.31,579
SJ-20500,1190.37,580
EB-14170,1186.33,581
JS-15595,1181.73,582
BP-11230,1181.49,583
DC-13285,1174.62,584
AT-10435,1171.81,585
JR-15670,1156.66,586
DB-13660,1155.21,587
CG-12520,1148.78,588
KC-16675,1146.05,589
RD-19810,1137.61,590
CW-11905,1136.59,591
JS-15685,1131.07,592
DV-13045,1119.48,593
AB-10165,1113.85,594
CD-12280,1104.18,595
TC-21475,1103.02,596
CL-11890,1098.43,597
TM-21490,1094.68,598
JO-15550,1088.37,599
JF-15490,1082.92,600
DB-13360,1081.47,601
DW-13195,1080.76,602
CS-12490,1070.39,603
PC-19000,1061.49,604
DP-13165,1058.62,605
PO-19195,1056.85,606
AA-10375,1056.39,607
VS-21820,1055.99,608
AR-10345,1055.69,609
DH-13675,1043.09,610
SM-20905,1043.05,611
EM-14095,1041.04,612
TC-21145,1038.26,613
DP-13000,1034.18,614
MK-18160,1031.60,615
TH-21235,1022.21,616
SW-20350,1019.04,617
RB-19330,1008.20,618
LS-17245,1008.14,619
BG-11740,1006.35,620
LS-17200,998.03,621
VP-21730,993.90,622
GA-14725,975.57,623
KB-16600,974.22,624
DO-13645,972.26,625
TS-21340,971.73,626
RD-19930,970.95,627
AB-10150,966.71,628
RC-19825,966.41,629
BP-11050,961.18,630
JH-15910,959.48,631
JF-15295,955.12,632
RP-19270,954.64,633
BS-11800,949.43,634
EB-13930,944.60,635
MF-17665,937.05,636
EM-13960,933.70,637
MC-17575,925.56,638
SW-20245,925.18,639
MO-17500,922.49,640
RF-19840,915.66,641
EH-14185,910.18,642
KB-16405,908.82,643
SC-20575,902.73,644
JB-15925,900.55,645
AB-10255,898.08,646
AC-10420,891.56,647
HZ-14950,886.52,648
AB-10015,886.15,649
CS-12130,884.64,650
HE-14800,883.53,651
SK-19990,883.41,652
SS-20875,883.21,653
JM-15655,864.95,654
JR-15700,863.88,655
AF-10885,861.57,656
JC-15385,859.65,657
JC-16105,858.57,658
MS-17980,855.12,659
RC-19960,850.19,660
CG-12040,847.66,661
CS-12175,844.46,662
AS-10630,833.41,663
TB-21355,822.14,664
VF-21715,819.79,665
TB-21190,816.17,666
RE-19450,815.16,667
AM-10360,814.01,668
BM-11575,808.16,669
DK-13150,797.83,670
MC-17635,795.15,671
BF-11275,791.99,672
HG-14845,785.62,673
EH-13990,780.27,674
MG-17890,776.39,675
MM-18280,775.41,676
SF-20065,763.54,677
SW-20755,758.69,678
LP-17080,756.60,679
Dl-13600,755.60,680
IG-15085,744.57,681
RH-19555,740.39,682
AH-10585,738.50,683
HM-14980,736.28,684
BB-10990,735.51,685
PH-18790,729.65,686
PA-19060,729.41,687
JJ-15445,709.17,688
JD-16060,695.44,689
VG-21790,694.30,690
TC-21535,692.51,691
PB-19105,688.33,692
EH-13945,684.18,693
ML-18040,681.24,694
PB-18805,668.76,695
AG-10330,660.97,696
BK-11260,659.15,697
BD-11770,658.46,698
AC-10660,657.31,699
AW-10840,649.37,700
TR-21325,645.07,701
LO-17170,644.35,702
JB-16000,644.12,703
MR-17545,639.18,704
AJ-10960,629.25,705
RR-19315,615.93,706
CD-11980,614.98,707
SS-20515,613.40,708
BT-11440,603.87,709
BF-10975,585.80,710
DL-13330,585.02,711
BD-11635,582.65,712
AS-10240,574.25,713
NK-18490,572.05,714
CM-11935,565.39,715
CS-12460,550.64,716
CS-11860,537.63,717
JH-15820,528.92,718
AY-10555,497.02,719
RB-19570,476.79,720
CR-12625,475.90,721
MS-17530,475.66,722
JS-15940,469.16,723
EC-14050,461.91,724
KM-16660,453.54,725
TT-21265,439.50,726
ST-20530,433.34,727
VG-21805,427.37,728
MZ-17335,424.04,729
SS-20590,418.49,730
BT-11485,415.20,731
JD-16015,385.43,732
JK-15325,383.81,733
VM-21835,380.69,734
NF-18475,377.17,735
MS-17830,370.34,736
LS-17230,368.88,737
EM-14200,366.83,738
MH-17440,358.15,739
HJ-14875,358.10,740
AG-10300,349.26,741
DW-13540,344.08,742
BD-11560,320.54,743
LH-17020,318.23,744
JM-15580,303.94,745
CM-12445,288.00,746
LH-16750,287.43,747
SC-20845,280.63,748
SC-20800,279.25,749
JH-15430,276.39,750
NB-18580,273.87,751
BF-11080,272.95,752
DD-13570,269.53,753
BN-11470,265.31,754
AR-10510,264.87,755
LT-16765,255.52,756
HD-14785,251.36,757
PL-18925,239.49,758
KW-16570,236.16,759
SM-20005,233.13,760
EM-14065,228.99,761
GT-14755,226.43,762
GP-14740,221.80,763
RB-19645,221.09,764
AG-10390,200.95,765
JJ-15760,195.00,766
HH-15010,188.11,767
ML-18265,162.23,768
AO-10810,161.28,769
MO-17950,154.29,770
PT-19090,153.91,771
GH-14665,146.94,772
AG-10765,137.30,773
PB-19210,132.74,774
BO-11425,130.83,775
EL-13735,124.28,776
DA-13450,123.86,777
CC-12550,113.84,778
RM-19750,98.35,779
KS-16300,88.47,780
AR-10570,88.15,781
FW-14395,79.75,782
JC-15340,67.34,783
BW-11065,60.77,784
AS-10135,58.82,785
LB-16735,50.19,786
RE-19405,48.36,787
SG-20890,41.08,788
RS-19870,22.33,789
CJ-11875,16.52,790
MG-18205,12.32,791
LD-16855,5.30,792
TS-21085,4.84,793
